1733421605.418437,command_sent,"<116,035,160,090,120>"
1733421605.465491,command_sent,"<118,035,160,090,120>"
1733421605.5031931,command_sent,"<116,035,160,090,120>"
1733421605.526308,command_sent,"<115,035,160,090,120>"
1733421605.546558,command_sent,"<110,035,160,090,120>"
1733421605.568285,command_sent,"<109,035,160,090,120>"
1733421605.590016,command_sent,"<107,035,160,090,120>"
1733421605.6108,command_sent,"<106,035,160,090,120>"
1733421605.63277,command_sent,"<104,035,160,090,120>"
1733421605.6523871,command_sent,"<102,035,160,090,120>"
1733421605.6903539,command_sent,"<101,035,160,090,120>"
1733421605.715411,command_sent,"<099,035,160,090,120>"
1733421605.7377212,command_sent,"<098,035,160,090,120>"
1733421605.757309,command_sent,"<095,035,160,090,120>"
1733421605.77725,command_sent,"<092,035,160,090,120>"
1733421605.799826,command_sent,"<088,035,160,090,120>"
1733421605.803817,command_sent,"<082,035,160,090,120>"
1733421605.824919,command_sent,"<076,035,160,090,120>"
1733421605.846048,command_sent,"<070,035,160,090,120>"
1733421605.867409,command_sent,"<064,035,160,090,120>"
1733421605.8865101,command_sent,"<059,035,160,090,120>"
1733421605.9063292,command_sent,"<056,035,160,090,120>"
1733421605.9268491,command_sent,"<054,035,160,090,120>"
1733421605.952596,command_sent,"<053,035,160,090,120>"
